user_id,cart_value,items,time_of_day,user_history,offer_shown,reward
9137,5041.13,Wristband,afternoon,4,20% discount,0
9138,1940.38,Sports Cap,evening,1,Free Shipping,1
9139,14953.08,Earbuds|Earbuds,afternoon,4,Free Shipping,1
9140,9447.4,Jacket,evening,7,Free Shipping,1
9141,4076.23,Earbuds,afternoon,5,20% discount,0
9142,1058.27,Jeans,morning,7,20% discount,0
9143,5369.25,Earbuds,morning,0,Free Shipping,0
9144,6138.18,Jeans,night,4,20% discount,1
9145,13147.3,Adidas Running Shoes|Jeans,night,4,10% discount,0
9146,4256.79,Phone Case,morning,4,20% discount,0
9147,11218.86,Nike Shoes|Backpack,morning,3,20% discount,1
9148,5855.54,Puma Sneakers,evening,7,Free Shipping,0
9149,4070.7,Earbuds,morning,4,Free Shipping,0
9150,7728.26,Phone Case,evening,5,10% discount,1
9151,7760.51,Jeans,night,9,10% discount,0
9152,15731.01,Wristband|Phone Case,afternoon,2,Free Shipping,1
9153,8328.69,Cushion,night,1,10% discount,0
9154,6610.2,T-Shirt,morning,5,10% discount,1
9155,10327.88,Adidas Running Shoes|T-Shirt,evening,6,5% discount,0
9156,3788.93,Sports Cap|Jeans,afternoon,1,10% discount,1
9157,8855.68,Puma Sneakers|Adidas Running Shoes,night,5,20% discount,0
9158,9740.08,Phone Case|Wristband,morning,9,10% discount,0
9159,6675.72,Earbuds,morning,10,5% discount,1
9160,2177.73,Earbuds,night,1,20% discount,1
9161,7705.52,Puma Sneakers|Jeans,night,4,5% discount,1
9162,14178.06,Coffee Mug|Jeans,evening,9,20% discount,1
9163,7039.17,Coffee Mug,afternoon,3,Free Shipping,0
9164,5333.42,Backpack,evening,0,20% discount,0
9165,10293.4,Adidas Running Shoes|Phone Case,evening,7,Free Shipping,0
9166,24733.62,Phone Case|Coffee Mug|Sports Cap,morning,6,10% discount,0
9167,9491.5,Phone Case,morning,5,10% discount,0
9168,7690.02,Jeans|Adidas Running Shoes,night,2,Free Shipping,0
9169,9784.92,Jacket,morning,1,20% discount,0
9170,11487.02,Coffee Mug|Phone Case,evening,0,Free Shipping,1
9171,17858.45,Nike Shoes|T-Shirt|Nike Shoes,night,1,Free Shipping,0
9172,1572.96,Backpack,night,7,20% discount,1
9173,7054.58,Sports Cap,evening,0,Free Shipping,0
9174,8555.06,Earbuds,morning,6,10% discount,1
9175,12917.39,Phone Case|Cushion|Puma Sneakers,night,0,20% discount,0
9176,2929.18,Jacket,morning,2,10% discount,0
9177,4903.48,Phone Case,evening,4,5% discount,0
9178,5603.82,Jacket|Puma Sneakers,night,0,20% discount,0
9179,6380.32,Earbuds,afternoon,2,10% discount,0
9180,13570.49,Sports Cap|Nike Shoes,night,0,10% discount,1
9181,8145.0,Cushion,morning,5,5% discount,0
9182,17454.8,Phone Case|Cushion|Puma Sneakers,evening,0,Free Shipping,0
9183,6399.19,Earbuds|Cushion,evening,7,10% discount,1
9184,9661.31,Adidas Running Shoes,night,4,10% discount,1
9185,13447.67,Earbuds|Earbuds,morning,3,5% discount,0
9186,7213.82,Jacket,morning,1,Free Shipping,0
9187,6257.99,Wristband,evening,7,20% discount,1
9188,7027.09,Cushion,morning,7,Free Shipping,0
9189,2708.49,Backpack,afternoon,6,10% discount,0
9190,1674.67,Cushion,evening,6,Free Shipping,1
9191,6442.35,Puma Sneakers,afternoon,0,10% discount,0
9192,17377.06,Puma Sneakers|T-Shirt|Backpack,night,6,10% discount,1
9193,10385.51,Nike Shoes|Sports Cap|Cushion,night,8,Free Shipping,0
9194,6951.77,Cushion|Cushion,morning,6,10% discount,0
9195,6980.98,Phone Case,afternoon,2,5% discount,0
9196,8566.29,Coffee Mug|Jeans,afternoon,7,Free Shipping,1
9197,17800.32,Adidas Running Shoes|Nike Shoes|T-Shirt,evening,9,Free Shipping,0
9198,2634.87,Adidas Running Shoes,evening,5,Free Shipping,1
9199,3393.05,Backpack,morning,9,20% discount,0
9200,7121.77,Earbuds,evening,0,Free Shipping,0
9201,2821.38,Phone Case,morning,3,10% discount,0
9202,4273.64,Jacket,afternoon,8,10% discount,0
9203,4024.84,Sports Cap,evening,2,5% discount,0
9204,16234.26,Cushion|Sports Cap,evening,0,10% discount,0
9205,8442.59,Backpack|Adidas Running Shoes,morning,0,10% discount,0
9206,4232.86,Jacket,morning,2,5% discount,0
9207,6529.85,Nike Shoes,afternoon,6,5% discount,1
9208,17228.31,Puma Sneakers|Backpack,afternoon,4,10% discount,0
9209,15520.04,Jacket|Earbuds,morning,10,10% discount,1
9210,9072.47,Adidas Running Shoes|Coffee Mug,afternoon,3,10% discount,0
9211,3963.64,Cushion,afternoon,3,10% discount,1
9212,1242.1,Jacket,morning,7,10% discount,1
9213,8162.66,Earbuds,afternoon,1,5% discount,0
9214,9897.59,T-Shirt,evening,5,10% discount,1
9215,7214.42,Adidas Running Shoes|Coffee Mug,morning,6,5% discount,1
9216,3989.38,Wristband,night,5,Free Shipping,0
9217,4279.03,Cushion,night,0,10% discount,0
9218,1024.02,Coffee Mug,evening,2,5% discount,0
9219,2526.87,Earbuds,evening,0,Free Shipping,0
9220,7770.02,Sports Cap,afternoon,8,Free Shipping,1
9221,2131.76,Cushion,afternoon,8,Free Shipping,0
9222,2609.77,Nike Shoes,morning,10,10% discount,0
9223,9554.75,Wristband,night,2,10% discount,0
9224,7978.54,Adidas Running Shoes|T-Shirt,afternoon,6,Free Shipping,0
9225,9942.61,Backpack|Nike Shoes,night,2,Free Shipping,0
9226,13902.68,Phone Case|Phone Case,afternoon,6,10% discount,1
9227,6816.61,Nike Shoes|Nike Shoes,morning,3,Free Shipping,0
9228,8132.36,Phone Case,morning,3,Free Shipping,0
9229,17011.36,Nike Shoes|Jacket|Cushion,afternoon,5,Free Shipping,1
9230,20931.73,Puma Sneakers|Puma Sneakers|Backpack,evening,4,5% discount,0
9231,1958.02,T-Shirt,afternoon,3,10% discount,0
9232,6171.1,Coffee Mug,morning,10,Free Shipping,1
9233,12609.08,Sports Cap|Earbuds,afternoon,7,5% discount,0
9234,2194.09,Adidas Running Shoes,night,2,5% discount,0
9235,14183.85,Cushion|Nike Shoes|Phone Case,afternoon,7,Free Shipping,1
9236,8889.31,Jeans|Jeans,morning,5,Free Shipping,0
9237,15592.34,Cushion|Cushion,afternoon,3,20% discount,1
9238,8085.41,Coffee Mug,evening,0,10% discount,1
9239,4627.32,Coffee Mug,morning,6,10% discount,1
9240,9386.33,Earbuds,evening,9,5% discount,1
9241,18200.38,Puma Sneakers|Cushion|T-Shirt,morning,8,10% discount,0
9242,12812.82,Earbuds|T-Shirt|Sports Cap,morning,1,10% discount,1
9243,19592.49,Nike Shoes|Phone Case,night,7,20% discount,0
9244,7169.64,Jacket,evening,7,5% discount,1
9245,5228.23,T-Shirt,afternoon,5,20% discount,1
9246,7885.43,Puma Sneakers,afternoon,4,Free Shipping,0
9247,2868.07,Coffee Mug,night,10,10% discount,0
9248,2466.26,Puma Sneakers|Earbuds,afternoon,10,Free Shipping,1
9249,6297.88,Phone Case,afternoon,5,10% discount,1
9250,4717.05,Coffee Mug,evening,7,Free Shipping,0
9251,4158.17,Jacket,evening,10,20% discount,1
9252,4666.37,Coffee Mug,afternoon,3,Free Shipping,0
9253,8715.06,Cushion,morning,9,Free Shipping,0
9254,5835.08,Adidas Running Shoes,morning,2,20% discount,1
9255,9244.5,Sports Cap,evening,0,Free Shipping,0
9256,9527.74,Adidas Running Shoes,evening,7,Free Shipping,1
9257,6705.15,Coffee Mug|Sports Cap,afternoon,0,Free Shipping,0
9258,22665.04,Coffee Mug|Sports Cap|Backpack,morning,2,Free Shipping,0
9259,2556.55,Wristband,afternoon,7,10% discount,1
9260,8980.77,Earbuds|Jacket,afternoon,6,20% discount,1
9261,12511.4,Backpack|Earbuds,evening,5,20% discount,1
9262,7246.53,Phone Case,night,2,Free Shipping,0
9263,7309.86,Cushion|Jeans,night,2,20% discount,1
9264,6555.69,Sports Cap,night,4,10% discount,0
9265,2953.15,Wristband,night,10,5% discount,0
9266,3562.27,Earbuds|Wristband,morning,0,Free Shipping,0
9267,9294.97,Jeans,evening,7,5% discount,1
9268,1201.6,Wristband,night,10,Free Shipping,0
9269,2601.52,Phone Case,afternoon,9,Free Shipping,0
9270,4362.39,Jacket,morning,1,Free Shipping,0
9271,8827.02,Nike Shoes|Phone Case,night,4,10% discount,1
9272,9388.23,Puma Sneakers,afternoon,7,5% discount,0
9273,5732.42,Puma Sneakers|Puma Sneakers,evening,1,Free Shipping,0
9274,3418.95,Sports Cap,night,5,20% discount,0
9275,5321.23,Puma Sneakers,morning,6,Free Shipping,1
9276,12468.35,Coffee Mug|Wristband,night,0,10% discount,1
9277,8151.15,Sports Cap,night,2,Free Shipping,1
9278,9366.92,Phone Case,afternoon,1,20% discount,1
9279,7780.04,T-Shirt|Coffee Mug,afternoon,7,10% discount,1
9280,6352.61,Puma Sneakers,night,9,Free Shipping,1
9281,5160.63,Coffee Mug,morning,0,20% discount,1
9282,2775.82,Cushion,afternoon,2,10% discount,0
9283,3211.32,Jeans|Wristband,afternoon,4,20% discount,0
9284,5364.36,Phone Case,evening,8,Free Shipping,0
9285,1434.8,Nike Shoes,evening,6,20% discount,0
9286,4115.38,Phone Case,afternoon,0,10% discount,1
9287,3338.98,Backpack,evening,6,10% discount,1
9288,7444.49,Jeans|Wristband,evening,0,10% discount,0
9289,4502.19,Coffee Mug,evening,1,20% discount,0
9290,14765.14,Puma Sneakers|Adidas Running Shoes,morning,5,Free Shipping,1
9291,17068.14,Jacket|Cushion|Puma Sneakers,night,5,10% discount,1
9292,3607.01,Wristband,evening,5,Free Shipping,0
9293,7346.92,T-Shirt,evening,3,Free Shipping,0
9294,1188.76,Phone Case,morning,5,Free Shipping,0
9295,6685.73,Puma Sneakers,evening,7,Free Shipping,0
9296,14343.51,Jacket|Backpack|Jacket,morning,8,20% discount,1
9297,9117.27,Jeans,afternoon,10,5% discount,0
9298,4389.83,Jeans,morning,2,5% discount,0
9299,15447.94,T-Shirt|Wristband,night,7,10% discount,0
9300,5888.34,T-Shirt,night,2,Free Shipping,0
9301,4609.01,Coffee Mug,afternoon,2,5% discount,0
9302,6842.69,Cushion,evening,5,10% discount,1
9303,7146.23,Backpack|Coffee Mug,afternoon,4,Free Shipping,0
9304,9584.15,Earbuds,night,7,10% discount,0
9305,6587.21,Jeans,morning,5,20% discount,1
9306,8531.98,Coffee Mug,morning,7,Free Shipping,0
9307,9046.7,Earbuds,night,6,10% discount,0
9308,5334.16,Cushion,afternoon,8,Free Shipping,0
9309,2921.74,Earbuds,morning,1,Free Shipping,0
9310,7994.01,Adidas Running Shoes,night,3,20% discount,1
9311,16312.38,Puma Sneakers|Adidas Running Shoes,afternoon,0,Free Shipping,0
9312,9562.56,Jeans,evening,7,10% discount,1
9313,7592.16,Wristband,night,9,20% discount,0
9314,7970.27,Coffee Mug|Adidas Running Shoes,morning,1,10% discount,1
9315,5343.9,Coffee Mug,evening,5,5% discount,0
9316,1303.98,Jeans,afternoon,6,5% discount,0
9317,2422.47,Cushion,night,2,10% discount,1
9318,3626.97,Cushion,evening,3,Free Shipping,0
9319,9892.24,T-Shirt,night,3,20% discount,1
9320,3587.45,Puma Sneakers|Coffee Mug,night,0,5% discount,0
9321,15689.84,Coffee Mug|Jacket,morning,10,20% discount,1
9322,2818.88,Jeans,afternoon,1,Free Shipping,0
9323,18756.91,Puma Sneakers|Coffee Mug,afternoon,10,5% discount,0
9324,14376.07,Adidas Running Shoes|Wristband|Wristband,evening,4,5% discount,0
9325,13107.83,Backpack|Coffee Mug|Earbuds,evening,3,10% discount,0
9326,15658.54,Earbuds|Earbuds|Sports Cap,afternoon,3,5% discount,1
9327,1675.55,Earbuds,morning,9,Free Shipping,1
9328,4070.67,Wristband,afternoon,5,10% discount,1
9329,21081.68,Backpack|Cushion|Phone Case,morning,0,Free Shipping,0
9330,15653.46,T-Shirt|Sports Cap,morning,10,Free Shipping,1
9331,4660.67,Coffee Mug,morning,9,10% discount,0
9332,9617.03,Backpack,morning,10,20% discount,1
9333,13247.18,Coffee Mug|Jeans|Sports Cap,night,1,10% discount,1
9334,7046.53,Phone Case|Coffee Mug,morning,2,10% discount,1
9335,6885.01,T-Shirt,afternoon,8,Free Shipping,0
9336,6799.31,Sports Cap,evening,2,Free Shipping,1
9337,5675.71,Cushion|Cushion,morning,10,Free Shipping,0
9338,7197.28,Cushion,morning,1,5% discount,0
9339,7895.71,T-Shirt,night,8,5% discount,1
9340,11591.3,Wristband|Adidas Running Shoes,afternoon,3,10% discount,0
9341,5995.89,Cushion|Adidas Running Shoes,morning,6,5% discount,0
9342,6254.89,Jeans,evening,8,5% discount,0
9343,9746.98,Coffee Mug,afternoon,6,10% discount,1
9344,8237.86,Wristband,evening,8,5% discount,1
9345,9008.96,Adidas Running Shoes,morning,0,Free Shipping,0
9346,3339.92,Coffee Mug,night,1,10% discount,1
9347,2554.67,Nike Shoes|Coffee Mug,evening,7,20% discount,1
9348,18980.51,Coffee Mug|Wristband,morning,2,10% discount,0
9349,9571.24,Cushion,night,4,10% discount,0
9350,10361.93,Sports Cap|Coffee Mug|Phone Case,morning,1,10% discount,0
9351,11918.18,Coffee Mug|Cushion,night,1,5% discount,0
9352,7044.99,Jacket,night,1,10% discount,0
9353,2035.11,Phone Case,morning,3,10% discount,1
9354,9869.94,Adidas Running Shoes,morning,8,Free Shipping,0
9355,6176.3,Jacket,evening,7,10% discount,1
9356,14471.62,T-Shirt|Jacket,night,7,10% discount,1
9357,2769.22,Backpack,evening,10,5% discount,0
9358,3979.09,Jeans,afternoon,4,20% discount,0
9359,3655.14,Earbuds,evening,6,10% discount,0
9360,4833.33,Phone Case,afternoon,9,20% discount,1
9361,5114.05,Wristband,night,3,5% discount,0
9362,8546.17,Cushion,night,8,20% discount,0
9363,18837.92,Puma Sneakers|Sports Cap,morning,6,5% discount,0
9364,5262.5,Coffee Mug,evening,7,10% discount,1
9365,5063.94,Backpack,evening,5,5% discount,0
9366,5031.89,Phone Case,night,10,20% discount,0
9367,4758.16,Puma Sneakers,evening,9,10% discount,0
9368,2459.58,Jacket,afternoon,4,10% discount,1
9369,8652.63,Phone Case,evening,0,10% discount,1
9370,9450.72,Wristband|Jacket,morning,4,10% discount,0
9371,19256.82,Puma Sneakers|Coffee Mug,evening,4,5% discount,0
9372,2999.94,Coffee Mug,night,0,Free Shipping,0
9373,8102.39,Jeans,morning,0,Free Shipping,0
9374,15156.61,Coffee Mug|Phone Case|Backpack,afternoon,0,20% discount,1
9375,14922.44,Phone Case|T-Shirt,morning,8,5% discount,1
9376,5483.38,Coffee Mug,evening,0,10% discount,0
9377,1123.73,Nike Shoes,night,5,10% discount,0
9378,12363.0,Jacket|Earbuds|Phone Case,evening,7,20% discount,0
9379,6104.69,Phone Case,night,4,Free Shipping,1
9380,4798.1,Cushion,night,1,10% discount,0
9381,5303.37,Coffee Mug,evening,6,Free Shipping,0
9382,11040.36,T-Shirt|Jacket,afternoon,7,20% discount,1
9383,4832.4,Earbuds,morning,9,20% discount,0
9384,16626.32,Backpack|Nike Shoes,evening,9,Free Shipping,1
9385,9842.97,Earbuds|Jeans,morning,3,20% discount,1
9386,8808.54,Jacket,evening,5,20% discount,0
9387,5718.39,Cushion,morning,1,20% discount,1
9388,9073.39,Backpack|Cushion,night,7,5% discount,0
9389,14667.18,Cushion|Coffee Mug,evening,10,5% discount,1
9390,6281.29,Backpack,night,6,Free Shipping,0
9391,4884.34,Phone Case,afternoon,8,Free Shipping,0
9392,14453.41,Nike Shoes|Earbuds,afternoon,8,Free Shipping,1
9393,7511.99,Puma Sneakers|T-Shirt|Adidas Running Shoes,afternoon,8,10% discount,1
9394,3822.36,T-Shirt,evening,0,5% discount,1
9395,7842.77,Puma Sneakers,evening,1,20% discount,0
9396,8698.78,Backpack,morning,2,20% discount,1
9397,7313.45,Cushion,evening,4,5% discount,1
9398,5154.21,Puma Sneakers,night,1,Free Shipping,1
9399,18815.0,Jacket|Cushion,morning,1,10% discount,0
9400,1944.41,Cushion,evening,6,10% discount,0
9401,6541.48,Cushion,afternoon,9,10% discount,1
9402,7828.1,Earbuds,morning,6,10% discount,0
9403,10516.82,Backpack|T-Shirt,evening,4,5% discount,1
9404,17184.1,Coffee Mug|T-Shirt,night,0,10% discount,1
9405,4446.49,T-Shirt,morning,4,5% discount,0
9406,4492.52,T-Shirt,morning,8,5% discount,0
9407,4272.33,Earbuds,night,9,5% discount,0
9408,6826.95,Wristband|Adidas Running Shoes,evening,4,20% discount,1
9409,4515.2,Adidas Running Shoes,afternoon,2,Free Shipping,0
9410,2210.57,Wristband,afternoon,5,Free Shipping,0
9411,4041.8,Phone Case,evening,3,Free Shipping,1
9412,5708.54,Earbuds,morning,1,5% discount,0
9413,9206.72,Wristband,night,4,Free Shipping,0
9414,5284.07,Wristband,evening,0,10% discount,1
9415,9852.2,Cushion|Jeans,evening,4,20% discount,1
9416,9888.58,Adidas Running Shoes,evening,8,Free Shipping,1
9417,2738.56,Coffee Mug,afternoon,1,Free Shipping,0
9418,7058.49,Phone Case|Jeans,afternoon,1,20% discount,1
9419,8039.53,Jeans|Sports Cap,afternoon,0,5% discount,1
9420,2340.94,Jeans,evening,3,10% discount,0
9421,2778.0,Adidas Running Shoes,afternoon,4,5% discount,0
9422,9328.08,Nike Shoes,evening,0,5% discount,0
9423,4103.58,Adidas Running Shoes,afternoon,9,10% discount,0
9424,4762.51,Puma Sneakers|Phone Case,afternoon,4,10% discount,1
9425,5231.02,Coffee Mug,night,7,5% discount,0
9426,10557.18,Sports Cap|Earbuds,evening,2,10% discount,0
9427,9355.89,T-Shirt,evening,4,Free Shipping,0
9428,1049.85,Phone Case,morning,3,20% discount,0
9429,3019.96,Earbuds,evening,10,5% discount,0
9430,4471.16,Puma Sneakers,morning,4,Free Shipping,1
9431,8822.49,Coffee Mug,night,1,10% discount,0
9432,1345.56,Jeans,morning,4,Free Shipping,1
9433,22806.02,Earbuds|Jeans|Sports Cap,night,7,20% discount,1
9434,4908.33,Coffee Mug,morning,1,20% discount,0
9435,2820.22,Coffee Mug,afternoon,0,5% discount,0
9436,5195.51,Adidas Running Shoes,evening,1,20% discount,1
9437,5559.28,Phone Case|Earbuds,afternoon,4,10% discount,0
9438,9105.67,Sports Cap,afternoon,3,10% discount,0
9439,11284.69,Backpack|Adidas Running Shoes,morning,0,5% discount,0
9440,7450.29,Coffee Mug,morning,6,10% discount,0
9441,6645.69,Wristband,night,3,5% discount,1
9442,6221.21,Backpack|T-Shirt,afternoon,3,Free Shipping,1
9443,3209.06,Coffee Mug,afternoon,5,20% discount,1
9444,5460.85,Backpack,afternoon,3,5% discount,0
9445,5113.01,Adidas Running Shoes|Adidas Running Shoes,afternoon,0,20% discount,0
9446,9083.73,Adidas Running Shoes|Coffee Mug,afternoon,2,Free Shipping,0
9447,5668.63,Phone Case|Jacket,morning,8,10% discount,1
9448,20540.42,T-Shirt|T-Shirt|Backpack,morning,3,10% discount,0
9449,7859.52,T-Shirt,morning,6,10% discount,0
9450,14592.28,Coffee Mug|Cushion,evening,6,Free Shipping,0
9451,9354.71,Phone Case|Coffee Mug,morning,8,20% discount,0
9452,1020.92,Cushion,afternoon,3,10% discount,0
9453,9672.01,Earbuds|Earbuds|Wristband,night,9,Free Shipping,0
9454,7190.5,Adidas Running Shoes,afternoon,7,10% discount,1
9455,3525.25,Sports Cap,afternoon,3,Free Shipping,0
9456,9624.09,T-Shirt,morning,3,5% discount,0
9457,7244.13,Phone Case,evening,9,Free Shipping,0
9458,8128.05,Phone Case|T-Shirt,night,8,Free Shipping,0
9459,1637.92,Phone Case,evening,9,20% discount,0
9460,7907.58,Coffee Mug,morning,9,Free Shipping,0
9461,9610.13,Cushion|Puma Sneakers,night,9,10% discount,0
9462,12558.65,T-Shirt|Adidas Running Shoes|Jeans,morning,0,5% discount,0
9463,15848.32,Earbuds|Cushion,evening,1,Free Shipping,1
9464,5084.91,Jeans,evening,10,20% discount,1
9465,9508.91,Puma Sneakers,night,7,5% discount,0
9466,2544.42,Puma Sneakers,night,2,10% discount,0
9467,9985.04,Cushion,morning,3,5% discount,1
9468,10239.38,Jacket|Sports Cap,evening,5,5% discount,0
9469,6041.23,Wristband,morning,4,Free Shipping,1
9470,20222.64,Puma Sneakers|Jeans|Backpack,afternoon,7,20% discount,1
9471,7179.09,Coffee Mug,evening,6,Free Shipping,0
9472,4457.88,Coffee Mug|Wristband,evening,0,Free Shipping,0
9473,3295.82,Puma Sneakers,afternoon,9,20% discount,0
9474,1308.28,Jeans,evening,9,Free Shipping,0
9475,12009.63,Wristband|T-Shirt,afternoon,7,Free Shipping,1
9476,8090.41,T-Shirt|Puma Sneakers,evening,5,20% discount,1
9477,2024.52,Wristband,afternoon,5,10% discount,0
9478,5569.07,Earbuds,afternoon,4,Free Shipping,0
9479,2781.28,Nike Shoes,evening,4,Free Shipping,0
9480,2741.76,Cushion,afternoon,9,10% discount,0
9481,7432.61,Cushion,afternoon,6,10% discount,0
9482,7498.0,Phone Case|Cushion,evening,1,Free Shipping,0
9483,4914.11,Cushion,morning,10,5% discount,1
9484,10759.75,Nike Shoes|Adidas Running Shoes|Coffee Mug,afternoon,0,5% discount,0
9485,1140.43,Nike Shoes,night,1,5% discount,0
9486,2578.21,Sports Cap,afternoon,1,5% discount,0
9487,5712.74,Coffee Mug|Coffee Mug,evening,2,10% discount,0
9488,2960.61,Adidas Running Shoes,afternoon,6,20% discount,0
9489,1244.7,Sports Cap,evening,5,5% discount,0
9490,1927.77,T-Shirt,afternoon,5,5% discount,0
9491,3013.7,Jeans,afternoon,6,20% discount,0
9492,12968.22,Coffee Mug|Earbuds|Coffee Mug,night,2,10% discount,0
9493,1458.23,Jeans,evening,6,Free Shipping,0
9494,21330.81,Backpack|Cushion|Backpack,afternoon,2,Free Shipping,0
9495,15841.96,Sports Cap|T-Shirt,morning,6,Free Shipping,0
9496,14844.84,Wristband|Wristband|Jeans,afternoon,6,5% discount,0
9497,2074.47,T-Shirt,morning,0,5% discount,0
9498,6712.96,Adidas Running Shoes|Wristband,morning,7,20% discount,0
9499,8651.98,Adidas Running Shoes,evening,10,Free Shipping,0
9500,9286.9,Puma Sneakers,afternoon,4,10% discount,0
9501,3705.01,Adidas Running Shoes,morning,0,10% discount,0
9502,8539.33,Cushion,afternoon,5,5% discount,0
9503,4765.93,T-Shirt,morning,7,5% discount,0
9504,3380.03,Cushion,night,5,10% discount,0
9505,8518.47,Jeans,morning,10,10% discount,0
9506,3997.71,Puma Sneakers,evening,2,20% discount,0
9507,1076.39,Cushion,morning,10,20% discount,0
9508,7500.89,Backpack,night,2,Free Shipping,0
9509,3998.97,Jacket,morning,3,Free Shipping,0
9510,1529.19,Coffee Mug,afternoon,4,5% discount,1
9511,17767.96,Nike Shoes|Phone Case|Adidas Running Shoes,night,2,5% discount,1
9512,7178.13,Nike Shoes,night,2,10% discount,1
9513,9668.78,Sports Cap|Cushion|Nike Shoes,morning,7,10% discount,1
9514,16129.42,Coffee Mug|Puma Sneakers,afternoon,10,5% discount,0
9515,13671.56,Cushion|Cushion,morning,1,10% discount,1
9516,5515.21,Backpack,night,7,20% discount,0
9517,8704.17,Earbuds,morning,10,10% discount,1
9518,9010.9,Cushion,afternoon,8,20% discount,0
9519,6911.6,Backpack,morning,10,Free Shipping,1
9520,4407.94,Nike Shoes,morning,3,5% discount,1
9521,4229.01,Wristband,afternoon,10,20% discount,0
9522,9830.44,Cushion,morning,8,20% discount,1
9523,23798.21,Coffee Mug|Coffee Mug|Backpack,afternoon,7,10% discount,0
9524,6844.93,Phone Case,night,8,10% discount,1
9525,9728.06,Sports Cap,evening,4,Free Shipping,0
9526,6913.14,Coffee Mug,evening,7,20% discount,1
9527,6584.63,Coffee Mug,evening,7,20% discount,1
9528,9726.28,Cushion|Adidas Running Shoes,evening,4,10% discount,1
9529,11076.8,Jacket|Jeans,evening,1,10% discount,0
9530,1505.6,Jacket,night,3,10% discount,0
9531,1526.23,Puma Sneakers,night,5,10% discount,0
9532,3512.23,Nike Shoes,afternoon,10,Free Shipping,1
9533,13278.91,Cushion|T-Shirt,morning,5,Free Shipping,0
9534,16081.4,Wristband|Adidas Running Shoes,afternoon,4,Free Shipping,0
9535,5084.1,Phone Case,night,4,Free Shipping,1
9536,7450.37,Coffee Mug,evening,2,Free Shipping,0
9537,1793.21,Sports Cap,morning,7,Free Shipping,1
9538,3972.41,T-Shirt,morning,3,5% discount,0
9539,17123.21,Cushion|Cushion|Wristband,morning,10,10% discount,1
9540,5378.85,Earbuds,night,0,5% discount,1
9541,11579.37,Jacket|Coffee Mug,evening,1,10% discount,0
9542,12875.05,Phone Case|Puma Sneakers,morning,7,10% discount,0
9543,16790.17,Sports Cap|Cushion,evening,1,10% discount,1
9544,16132.98,Wristband|Sports Cap|Earbuds,evening,8,10% discount,1
9545,11333.85,Nike Shoes|Coffee Mug,evening,1,5% discount,1
9546,5423.16,T-Shirt,afternoon,5,5% discount,1
9547,3840.31,Cushion,evening,5,10% discount,0
9548,5846.54,Phone Case,night,2,Free Shipping,0
9549,4677.35,Nike Shoes,evening,9,5% discount,0
9550,17026.04,Jacket|Nike Shoes|Earbuds,afternoon,8,5% discount,0
9551,4526.66,Backpack,morning,2,20% discount,0
9552,6391.36,Earbuds|Cushion,morning,1,20% discount,1
9553,1854.2,Adidas Running Shoes,morning,4,10% discount,0
9554,2745.16,Cushion,evening,5,Free Shipping,0
9555,17369.41,Jeans|Backpack|Earbuds,evening,6,10% discount,1
9556,6778.21,Cushion,afternoon,3,20% discount,1
9557,4704.42,Jacket,afternoon,5,5% discount,0
9558,6204.06,Phone Case,afternoon,4,20% discount,1
9559,15193.64,Nike Shoes|Phone Case,evening,3,Free Shipping,0
9560,2371.58,Cushion,morning,4,10% discount,0
9561,12794.19,Earbuds|Wristband|Phone Case,morning,8,20% discount,1
9562,15827.73,Sports Cap|T-Shirt,afternoon,8,10% discount,0
9563,2628.49,Nike Shoes,night,5,5% discount,0
9564,15304.77,Jacket|Backpack|Cushion,evening,1,5% discount,0
9565,15115.24,Wristband|Puma Sneakers,night,4,20% discount,1
9566,9544.38,Nike Shoes|Backpack,afternoon,6,5% discount,0
9567,4825.35,Backpack,night,3,Free Shipping,0
9568,3115.37,Wristband,evening,2,5% discount,0
9569,15077.23,Phone Case|Sports Cap,night,8,Free Shipping,0
9570,13108.84,Sports Cap|Earbuds,night,8,10% discount,0
9571,11145.41,Wristband|Earbuds,evening,3,5% discount,0
9572,6800.42,Nike Shoes,night,8,5% discount,0
9573,18277.63,T-Shirt|Phone Case,morning,8,10% discount,0
9574,6176.02,Coffee Mug,evening,0,Free Shipping,1
9575,5954.83,Phone Case|Backpack,morning,4,20% discount,1
9576,3916.94,Jacket,evening,1,10% discount,0
9577,2537.17,Jeans,night,3,10% discount,0
9578,15591.63,Coffee Mug|T-Shirt,night,4,10% discount,0
9579,10194.2,Nike Shoes|Earbuds,night,6,5% discount,1
9580,3639.18,Adidas Running Shoes,night,10,10% discount,1
9581,6807.17,Nike Shoes|Earbuds,evening,1,20% discount,0
9582,2942.78,Adidas Running Shoes,afternoon,5,Free Shipping,0
9583,9274.02,Backpack,evening,0,20% discount,0
9584,5873.22,Earbuds,night,0,5% discount,0
9585,17850.2,T-Shirt|Backpack,evening,8,10% discount,1
9586,11410.08,Coffee Mug|Nike Shoes|Adidas Running Shoes,evening,7,5% discount,1
9587,7878.86,Sports Cap,night,10,10% discount,1
9588,8623.9,Wristband,morning,8,10% discount,1
9589,3601.94,Earbuds,afternoon,6,20% discount,0
9590,3047.25,Jacket,night,3,10% discount,1
9591,6751.99,Coffee Mug,afternoon,0,5% discount,0
9592,6782.01,Backpack,morning,0,Free Shipping,0
